file_name,image_id,tumor_type,seed_index,seed_ann_id,mpp,pad_px,match_radius_px,nms_radius_px,n_gt_within_seed_hole,seed_pool_size,arm_tag,map_median,mad_scale,deep_floor,n_peaks_deep,n_pool,n_band_candidates_pool,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.484523,1000,1000,14,38,0.8235294117647058
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.484523,1500,1500,15,40,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.484523,2000,2000,15,41,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.484523,3000,3000,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.484523,5000,5000,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.484523,10000,8088,17,48,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,10,10,3,1,0.17647058823529413
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,25,25,8,5,0.47058823529411764
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,50,50,10,12,0.5882352941176471
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,75,75,12,19,0.7058823529411765
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,100,100,13,24,0.7647058823529411
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,150,150,15,27,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,200,200,15,33,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,250,250,15,34,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,300,300,15,35,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,400,400,15,39,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,500,500,16,41,0.9411764705882353
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,750,750,16,42,0.9411764705882353
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,1000,1000,17,42,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,1500,1500,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,2000,2000,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,3000,3000,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,5000,5000,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.0,True,False,17,49,8088,0.6073,48,2,0.0,1.0,26.0,104.0,416.0,798.0,798.0,798.0,chromatin_od,1.484523,10000,8088,17,48,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,10,10,3,5,0.17647058823529413
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,25,25,6,7,0.35294117647058826
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,50,50,9,10,0.5294117647058824
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,75,75,11,10,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,100,100,11,13,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,150,150,11,17,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,200,200,11,18,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,250,250,11,22,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,300,300,12,24,0.7058823529411765
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,400,400,12,30,0.7058823529411765
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,500,500,13,32,0.7647058823529411
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,750,750,14,36,0.8235294117647058
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,1000,1000,14,38,0.8235294117647058
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,1500,1500,15,40,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,2000,2000,15,41,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,3000,3000,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,5000,5000,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,1.865085,10000,5628,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,10,10,3,1,0.17647058823529413
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,25,25,8,5,0.47058823529411764
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,50,50,10,12,0.5882352941176471
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,75,75,12,19,0.7058823529411765
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,100,100,13,24,0.7647058823529411
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,150,150,15,27,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,200,200,15,33,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,250,250,15,34,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,300,300,15,36,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,400,400,15,39,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,500,500,16,41,0.9411764705882353
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,750,750,16,42,0.9411764705882353
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,1000,1000,17,43,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,1500,1500,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,2000,2000,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,3000,3000,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,5000,5000,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,2.5,True,False,17,49,5628,0.4458,47,2,0.0,1.0,26.0,104.0,407.0,764.0,764.0,764.0,chromatin_od,1.865085,10000,5628,17,47,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,10,10,3,5,0.17647058823529413
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,25,25,6,7,0.35294117647058826
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,50,50,9,10,0.5294117647058824
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,75,75,11,10,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,100,100,11,13,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,150,150,11,17,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,200,200,11,18,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,250,250,11,22,0.6470588235294118
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,300,300,12,24,0.7058823529411765
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,400,400,12,30,0.7058823529411765
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,500,500,13,32,0.7647058823529411
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,750,750,14,36,0.8235294117647058
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,1000,1000,14,38,0.8235294117647058
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,1500,1500,15,40,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,2000,2000,15,41,0.8823529411764706
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,3000,3000,17,44,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,5000,3471,17,45,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,tm_score@pad_on,score,True,3.0,True,False,17,49,3471,0.2843,45,1,0.0,1.0,42.0,654.0,2165.0,2424.0,2424.0,2424.0,tm_score,2.245647,10000,3471,17,45,1.0
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,3.0,True,False,17,49,3471,0.2843,45,2,0.0,1.0,26.0,99.0,382.0,683.0,683.0,683.0,chromatin_od,2.245647,10,10,3,1,0.17647058823529413
201.tiff,201,canine lung cancer,3,4454,0.24817,25,30.222,30.222,0,7,pad_on,-0.037724,0.761123,-1.179409,31775,15642,451,chromatin_od@pad_on,od,True,3.0,True,False,17,49,3471,0.2843,45,2,0.0,1.0,26.0,99.0,382.0,683.0,683.0,683.0,chromatin_od,2.245647,25,25,8,5,0.47058823529411764
